idx,type,value
133373,CARDINAL,一
133374,CARDINAL,一
133375,CARDINAL,一
133376,ORG,哈佛大學
133377,CARDINAL,一
133378,GPE,美國
133379,CARDINAL,3
133380,PERSON,享利
133381,ORG,哈佛大學商學院
133382,CARDINAL,一
133383,CARDINAL,3
133384,PERSON,享利
133385,DATE,一天
133386,ORG,常春藤
133387,DATE,今天
133388,CARDINAL,3
133389,CARDINAL,一
133390,PERSON,享利
133391,ORDINAL,第一
133392,CARDINAL,3
133393,CARDINAL,一
133394,ORG,楊百翰大學
133395,CARDINAL,一
133396,CARDINAL,一
133397,LOC,亞洲
133398,DATE,上一個星期
133399,LANGUAGE,英語
133400,CARDINAL,30
133401,CARDINAL,一
133402,GPE,美
133403,PERSON,享利
133404,PERSON,艾寧
133405,ORG,楊百翰大學
133406,PERSON,享利
133407,CARDINAL,一
133408,ORG,楊百翰大學
133409,ORDINAL,第二
133410,CARDINAL,一
133411,DATE,2年
133412,PERSON,享利
133413,CARDINAL,一
133414,PERSON,享利
133415,CARDINAL,一
133416,CARDINAL,一
133417,DATE,一個星期
133418,CARDINAL,36
133419,ORDINAL,第三
133420,ORG,哈佛大學
133421,DATE,一個月
133422,GPE,美國
133423,CARDINAL,50
133424,CARDINAL,一
133425,CARDINAL,一
133426,GPE,美
133427,DATE,一個星期
133428,ORG,哈佛大學
133429,PERSON,享利
133430,DATE,今天
133431,GPE,美國
133432,GPE,美國
133433,DATE,2019年
133434,CARDINAL,一
133435,CARDINAL,一
133436,PERSON,享利
133437,GPE,美國
133438,CARDINAL,20
133439,CARDINAL,10
133440,CARDINAL,一
133441,ORG,楊百翰大學
133442,GPE,美國
133443,CARDINAL,一
133444,CARDINAL,三
133445,CARDINAL,三
133446,GPE,荷蘭
133447,PERSON,蔡英文
133448,PRODUCT,B67
133449,NORP,台灣人
133450,GPE,澳洲
133451,GPE,澳洲
133452,DATE,明天
133453,GPE,澳洲
133454,CARDINAL,21
133455,ORG,昆士蘭科技大學
133456,GPE,澳洲
133457,CARDINAL,四
133458,TIME,18:30-20:00
133459,GPE,澳洲
133460,GPE,澳洲
133461,GPE,台北
133462,CARDINAL,三
133463,TIME,四)18:30-20:00
133464,CARDINAL,2019/11/14
133465,GPE,澳洲
133466,CARDINAL,四
133467,CARDINAL,三
133468,CARDINAL,3. 2019/10/17
133469,CARDINAL,2019
133470,GPE,澳洲
133471,GPE,澳洲
133472,ORG,B76 學校
133473,PERSON,史努比
133474,PERSON,B78
133475,PERSON,B80
133476,PRODUCT,B84
133477,GPE,荷蘭
133478,GPE,荷蘭
133479,GPE,瑞士
133480,GPE,荷蘭
133481,ORG,IDW ; 非荷蘭學校
133482,ORG,MVV
133483,DATE,今年
133484,CARDINAL,200
133485,PERSON,雷
133486,CARDINAL,一
133487,DATE,3天
133488,CARDINAL,一
133489,ORDINAL,第一
133490,GPE,日本
133491,CARDINAL,一
133492,DATE,一個月
133493,GPE,京香
133494,PERSON,B7 
133495,DATE,上禮拜
133496,PERSON,B82 
133497,NORP,台灣人
133498,DATE,清朝
133499,CARDINAL,一
133500,NORP,華人
133501,CARDINAL,兩
133502,GPE,兩岸
133503,CARDINAL,一次
133504,CARDINAL,3.77
133505,CARDINAL,3.7
133506,CARDINAL,4.0
133507,CARDINAL,4
133508,LANGUAGE,英文
133509,CARDINAL,一
133510,DATE,明年一月底
133511,DATE,春季
133512,DATE,9月
133513,LOC,歐洲
133514,DATE,秋季
133515,NORP,美國
133516,GPE,阿姆斯特丹
133517,DATE,聖誕節
133518,GPE,科隆
133519,CARDINAL,三
133520,NORP,台灣人
133521,CARDINAL,一
133522,DATE,星期一
133523,DATE,星期二
133524,DATE,星期六
133525,DATE,星期四
133526,DATE,星期六
133527,DATE,星期五
133528,DATE,星期天
133529,DATE,星期三
133530,CARDINAL,一
133531,PERSON,Julia
133532,PERSON,Julia
133533,NORP,台灣人
133534,TIME,晚上
133535,TIME,下午
133536,MONEY,台幣70萬
133537,CARDINAL,兩
133538,GPE,芝加哥
133539,DATE,一號二號
133540,ORG,尾道大學
133541,DATE,一年
133542,DATE,去年
133543,ORG,好市多
133544,PERSON,B115
133545,LANGUAGE,英文
133546,PERSON,Julia 
133547,NORP,儒家
133548,CARDINAL,三百年
133549,NORP,儒家
133550,GPE,中國
133551,PRODUCT,B15
133552,NORP,中國人
133553,CARDINAL,一
133554,GPE,西班牙
133555,GPE,印度仔
133556,GPE,Columbus
133557,DATE,2020春
133558,PERSON,阿   
133559,GPE,荷蘭
133560,CARDINAL,兩
133561,PERSON,B38
133562,ORDINAL,第二
133563,CARDINAL,兩
133564,CARDINAL,一
133565,PERSON,B19
133566,PERSON,B127
133567,NORP,中醫師
133568,CARDINAL,1
133569,CARDINAL,1
133570,CARDINAL,1
133571,PERSON,B117
133572,CARDINAL,1
133573,DATE,B29 天
133574,ORG,CMU
133575,ORG,Depaul Marketing
133576,DATE,16-24個月
133577,GPE,比利時
133578,PERSON,B41 
133579,GPE,Loyola
133580,ORDINAL,第一
133581,LANGUAGE,中文
133582,PRODUCT, Google 
133583,CARDINAL,一
133584,PERSON,B140
133585,PERSON,B142 ugh whatever
133586,GPE,費城
133587,PERSON,哈哈哈 
133588,GPE,賓州
133589,DATE,前幾週
133590,ORG,好市多
133591,PERSON,B147
133592,GPE,柏林
133593,CARDINAL,26
133594,GPE,布拉格
133595,DATE,聖誕節
133596,PERSON,B0
133597,GPE,美國
133598,GPE,柏林
133599,PERSON,Temple 
133600,PERSON,B47
133601,GPE,柏林
133602,TIME,晚上
133603,GPE,費城
133604,PERSON,Julia
133605,CARDINAL,兩
133606,GPE,台灣
133607,DATE,這幾週
133608,FAC,I-94
133609,DATE,當天
133610,DATE,一個月
133611,FAC,I-94
133612,DATE,明年一月
133613,PERSON,B152 
133614,DATE,一天
133615,PERSON,B2 
133616,PERSON,B4 
133617,PERSON,B5 
133618,PERSON,B6 
133619,GPE,美國
133620,DATE,明年
133621,NORP,美國
133622,GPE,台灣
133623,GPE,台灣
133624,DATE,明年
133625,ORDINAL,第一
133626,DATE,秋季
133627,PERSON,Loyola 
133628,LANGUAGE,英文
133629,LANGUAGE,英文
133630,CARDINAL,60
133631,DATE,5月
133632,PRODUCT,B10
133633,DATE,一個月
133634,DATE,第一天
133635,DATE,今年
133636,DATE,兩年前
133637,TIME,晚上七八點
133638,NORP,美
133639,CARDINAL,七
133640,ORG,語言學校
133641,TIME,白天
133642,ORG,美軍
133643,PERSON,克拉克
133644,DATE,兩年暑假
133645,PERSON,克拉克
133646,CARDINAL,兩
133647,CARDINAL,八
133648,NORP,韓國
133649,NORP,韓國
133650,NORP,歐
133651,PERSON,克拉克
133652,PERSON,克拉克
133653,CARDINAL,兩
133654,GPE,菲律賓
133655,DATE,17歲
133656,GPE,加州
133657,GPE,美國
133658,ORDINAL,第一
133659,PERSON,B163
133660,LANGUAGE,英文
133661,PERSON,B13 A2
133662,DATE,今年
133663,CARDINAL,兩
133664,GPE,美國
133665,CARDINAL,94
133666,CARDINAL,兩
133667,GPE,加州
133668,GPE,阿肯
133669,CARDINAL,五
133670,DATE,8/20幾
133671,DATE,兩週前
133672,DATE,明年
133673,CARDINAL,六
133674,PERSON,B2 
133675,DATE,5個月
133676,GPE,荷蘭
133677,CARDINAL,大四
133678,PERSON,B5 
133679,DATE,11/12
133680,CARDINAL,10/28
133681,ORG,EF
133682,GPE,西雅圖
133683,CARDINAL,八
133684,GPE,澳洲
133685,ORG,B4 正校
133686,GPE,芝加哥
133687,DATE,兩年
133688,NORP,台灣
133689,CARDINAL,兩
133690,GPE,瑞典
133691,DATE,一年多
133692,GPE,法國
133693,DATE,一年多
133694,CARDINAL,一
133695,GPE,費城
133696,ORG,Drexel
133697,GPE,費城
133698,NORP,台灣人
133699,LOC,歐洲
133700,ORG,B51 
133701,EVENT,超級盃
133702,DATE,那天
133703,NORP,台灣人
133704,GPE,荷蘭
133705,GPE,Stuttgart
133706,GPE,荷蘭
133707,GPE,西班牙
133708,TIME, 9點
133709,TIME,早上6:30
133710,DATE,1-2年
133711,GPE,立陶宛
133712,PRODUCT,義大利
133713,ORG,維爾紐斯大學
133714,DATE,一年
133715,ORG,義大利醫學系
133716,LANGUAGE,利文
133717,GPE,義大利
133718,ORG,維爾紐斯大學
133719,GPE,維爾紐斯
133720,GPE,台灣
133721,MONEY,5000歐元
133722,LOC,歐洲
133723,GPE,立陶宛
133724,GPE,義大利
133725,GPE,羅馬
133726,GPE,立陶宛
133727,GPE,立陶宛
133728,GPE,台灣
133729,CARDINAL,400多
133730,MONEY,16000€
133731,ORG,聖心天主教
133732,CARDINAL,125
133733,CARDINAL,4
133734,CARDINAL,5
133735,ORG,會計系
133736,GPE,加
133737,LOC,歐洲人
133738,GPE,美
133739,ORG,義大利聖心天主教大學
133740,CARDINAL,一
133741,ORG,維爾紐斯大學
133742,ORG,北醫醫檢
133743,PERSON,齊東西
133744,GPE,費城
133745,DATE,今天
133746,GPE,義大利
133747,CARDINAL,一
133748,ORG,醫學系
133749,DATE,第一年
133750,DATE,一年
133751,CARDINAL,2/3
133752,DATE,今年
133753,DATE,27歲
133754,GPE,立陶宛
133755,GPE,義大利
133756,GPE,義大利
133757,ORDINAL,第一
133758,DATE,10月
133759,GPE,義大利
133760,NORP,中醫
133761,NORP,美國
133762,GPE,台
133763,GPE,台灣
133764,LOC,歐洲
133765,DATE,1.2小時
133766,LANGUAGE,英文
133767,LANGUAGE,英文
133768,MONEY,幾百塊
133769,GPE,臺灣
133770,NORP,台灣人
133771,NORP,北僑
133772,GPE,Loyola 
133773,CARDINAL,三
133774,PERSON,周董
133775,CARDINAL,一
133776,NORP,美國
133777,CARDINAL,五
133778,CARDINAL,60
133779,CARDINAL,兩
133780,DATE,一年
133781,CARDINAL,二
133782,CARDINAL,一
133783,GPE,美國
133784,CARDINAL,三
133785,DATE,兩年
133786,GPE,中國
133787,GPE,美國
133788,CARDINAL,2500
133789,TIME,1分半
133790,GPE,美國
133791,ORDINAL,第一
133792,NORP,美國
133793,QUANTITY,10pm
133794,GPE,加拿大
133795,CARDINAL,2
133796,TIME,早上
133797,CARDINAL,四
133798,TIME,5-10分鐘
133799,CARDINAL,240
133800,CARDINAL,8.7
133801,GPE,台灣
133802,CARDINAL,兩
133803,GPE,美國
133804,CARDINAL,40
133805,TIME,60分鐘
133806,GPE,印度
133807,GPE,費城
133808,CARDINAL,8
133809,TIME,一個小時
133810,CARDINAL,40
133811,CARDINAL,228
133812,DATE,2-3個月
133813,GPE,美國
133814,PERCENT,99%
133815,ORG,States Medical Licensing Examination
133816,ORDINAL,二
133817,DATE,六個禮拜
133818,PERCENT,100%
133819,TIME,一小時
133820,NORP,美國
133821,CARDINAL,三
133822,CARDINAL,三
133823,CARDINAL,三
133824,ORG,醫學院
133825,CARDINAL,三
133826,TIME,一個小時
133827,CARDINAL,一
133828,CARDINAL,12
133829,PERSON,哈哈哈 
133830,DATE,今天
133831,DATE,三個月
133832,CARDINAL,一問三不知
133833,CARDINAL,幾千
133834,CARDINAL,4.5
133835,CARDINAL,兩
133836,GPE,台灣
133837,CARDINAL,二
133838,GPE,波士頓
133839,NORP,台灣人
133840,MONEY,$650~$
133841,GPE,波士頓
133842,MONEY,$1000
133843,GPE,美國
133844,ORG,哈佛
133845,ORG,中醫系
133846,ORG,北醫
133847,CARDINAL,5000多
133848,NORP,美國
133849,DATE,一個星期
133850,CARDINAL,1000
133851,DATE,一天
133852,TIME,1個半小時
133853,GPE,舊金山
133854,DATE,上個月
133855,CARDINAL,20
133856,TIME,1個小時
133857,CARDINAL,25
133858,MONEY,$2.40
133859,MONEY,$90
133860,GPE,波士頓
133861,GPE,台灣
133862,GPE,台灣
133863,GPE,紐約
133864,CARDINAL,$10-15
133865,MONEY,$1000
133866,FAC, MIT
133867,GPE,波士頓
133868,NORP,台灣人
133869,GPE,台灣
133870,GPE,波士頓
133871,GPE,紐約
133872,GPE,宜省
133873,GPE,台灣
133874,ORG,B21 ABC
133875,GPE,美國
133876,ORG,哈佛
133877,PRODUCT,B20
133878,ORG,台灣醫學系
133879,CARDINAL,一
133880,ORG,台灣醫學系
133881,ORDINAL,第一
133882,LANGUAGE,荷蘭語
133883,PRODUCT,B50
133884,GPE,美國
133885,ORG,聖心大學
133886,GPE,羅馬
133887,GPE,義大利
133888,PERSON,博科尼
133889,CARDINAL,一
133890,GPE,義大利
133891,DATE,第二年
133892,GPE,梵蒂岡
133893,GPE,義大利
133894,ORG,中青
133895,GPE,加拿大
133896,GPE,加拿大
133897,GPE,菲律賓
133898,PRODUCT,B12
133899,ORG,醫學系
133900,ORG,聖心大學醫學系
133901,NORP,羅馬
133902,PRODUCT,B15
133903,CARDINAL,100
133904,PERSON,狄卡
133905,DATE,103年
133906,CARDINAL,104
133907,GPE,台灣
133908,CARDINAL,三
133909,DATE,兩年
133910,GPE,華盛頓州
133911,ORG,醫技系
133912,CARDINAL,104
133913,DATE,聖誕節
133914,TIME,8點
133915,GPE,舊金山
133916,GPE,San Jose 
133917,FAC,DMV考路
133918,TIME,6:30
133919,ORG,Berkeley
133920,ORG,托福tpo
133921,GPE,大陸
133922,GPE,台灣
133923,GPE,德國
133924,PRODUCT,B1 
133925,ORG,B1 楊百翰大學
133926,PERSON,B0 迪卡
133927,GPE,美國
133928,MONEY,4萬多
133929,ORG,哈佛
133930,DATE,一年
133931,GPE,美國
133932,ORG,哈佛
133933,GPE,科隆
133934,GPE,澳洲
133935,CARDINAL,一
133936,GPE,臺灣
133937,PERSON,Penn State
133938,GPE,雷恩
133939,PERSON,雷恩
133940,FAC,法國教育中心
133941,DATE,一年
133942,DATE,明年
133943,PERSON,哈哈 
133944,LANGUAGE,義大利文
133945,PERSON,梅花
133946,PERSON,B30 
133947,PERSON,4耶穌基督
133948,ORG,聖徒教會
133949,GPE,澳洲
133950,ORG,西澳大學
133951,TIME,下午5:00
133952,DATE,冬天
133953,ORDINAL,第一
133954,CARDINAL,2
133955,ORDINAL,第一
133956,CARDINAL,五
133957,LANGUAGE,英語
133958,CARDINAL,一
133959,GPE,西澳
133960,NORP,加拿大人
133961,TIME,9:00-11:00
133962,CARDINAL,1
133963,CARDINAL,一
133964,TIME,9:00
133965,TIME,半小時
133966,DATE,五週的半天
133967,CARDINAL,兩
133968,GPE,伯斯
133969,ORG,東澳
133970,NORP,澳洲
133971,GPE,西澳
133972,DATE,50-60歲
133973,NORP,英國人
133974,GPE,雪梨
133975,LANGUAGE,英文
133976,GPE,台灣
133977,ORG,醫學系
133978,ORG,醫學系
133979,GPE,台灣
133980,CARDINAL,32
133981,GPE,立陶宛
133982,NORP,華人
133983,GPE,雪梨
133984,NORP,義大利
133985,GPE,陶宛
133986,GPE,義大利
133987,CARDINAL,兩
133988,GPE,立陶宛
133989,GPE,台灣
133990,ORDINAL,第二
133991,LANGUAGE,英文
133992,GPE,立陶宛
133993,LANGUAGE,立陶宛語
133994,GPE,義大利
133995,LANGUAGE,陶宛文
133996,GPE,立陶宛
133997,LOC,歐洲
133998,ORG,歐盟醫學院
133999,CARDINAL,B1
134000,GPE,義大利
134001,GPE,立陶宛
134002,ORG,歐盟
134003,ORG,台大
134004,ORG,Fb 狄卡留學生社團
134005,DATE,週日
134006,ORG,摩門教
134007,ORG,可口可樂
134008,LAW,中華民國民法
134009,GPE,中華民國
134010,ORDINAL,第一
134011,PRODUCT,B41
134012,ORDINAL,第三
134013,CARDINAL,一
134014,ORG,摩門教
134015,ORG,FLDS
134016,ORDINAL,第三
134017,PERSON,台大哥
134018,GPE,美國
134019,GPE,台灣
134020,GPE,美國
134021,DATE,一個月
134022,MONEY,$100
134023,CARDINAL,１/10
134024,MONEY,$10
134025,PERSON,耶穌基督
134026,PERSON,耶穌基督
134027,PERSON,摩爾
134028,PERSON,耶穌基督
134029,ORG,聖徒教會
134030,DATE,半年
134031,PERSON,小貝
134032,CARDINAL,一
134033,DATE,近幾年
134034,ORG,教會
134035,DATE,一年
134036,EVENT,聖餐聚會
134037,PERSON,耶穌基督
134038,NORP,美國人
134039,EVENT,猶他戰爭
134040,CARDINAL,四
134041,GPE,他州
134042,CARDINAL,16
134043,GPE,巴黎
134044,CARDINAL,77
134045,CARDINAL,93
134046,CARDINAL,93
134047,CARDINAL,6~7
134048,ORG,雷恩商學院
134049,DATE,明年一月
134050,PERSON,摩爾
134051,PERSON,耶穌基督
134052,CARDINAL,四
134053,PERSON,耶穌基督
134054,PERSON,B168
134055,LANGUAGE,英文
134056,LANGUAGE,日語
134057,NORP,日本
134058,DATE,一年
134059,CARDINAL,一
134060,NORP,美國
134061,CARDINAL,1200
134062,DATE,冬天
134063,CARDINAL,2.4
134064,DATE,這幾年
134065,PERSON,B11 
134066,GPE,台灣
134067,TIME,晚上
134068,GPE,芝加哥
134069,TIME,晚上
134070,NORP,美國
134071,GPE,荷蘭
134072,NORP,拉丁
134073,ORG,日本大學院
134074,ORG,MBTA
134075,DATE,三個月
134076,LANGUAGE,英文
134077,GPE,菲律賓
134078,NORP,菲律賓人
134079,ORDINAL,第一
134080,GPE,菲律賓
134081,DATE,三個月
134082,PERSON,B58
134083,PERSON,B59 
134084,DATE,8月底
134085,ORG,耶魯劇場
134086,MONEY,10萬日幣
134087,PERSON,卡卡李
134088,DATE,一年
134089,GPE,日本
134090,GPE,美國
134091,GPE,法國
134092,GPE,西澳
134093,CARDINAL,3
134094,MONEY,14000-15000台幣
134095,DATE,18歲
134096,ORG,社大
134097,ORG,B3 B7 社大
134098,ORG,托福 
134099,PERSON,B9 
134100,ORG,巴黎台灣同學會
134101,DATE,15號
134102,DATE,這學期
134103,TIME,16號早上
134104,DATE,17號
134105,DATE,上學期
134106,DATE,上學期
134107,PERCENT,60
134108,DATE,上禮拜
134109,DATE,上學期
134110,ORDINAL,第二
134111,ORG,AIM
134112,TIME,早上11點
134113,CARDINAL,三
134114,ORG,AIM
134115,ORDINAL,第一
134116,DATE,星期五
134117,DATE,上學期
134118,CARDINAL,一
134119,CARDINAL,15
134120,DATE,幾年
134121,CARDINAL,1/3
134122,CARDINAL,四
134123,CARDINAL,10
134124,DATE,明天
134125,CARDINAL,五
134126,ORDINAL,第7
134127,DATE,上禮拜
134128,DATE,上星期四
134129,DATE,星期二
134130,DATE,明天
134131,DATE,星期四
134132,PERCENT,87%
134133,CARDINAL,一
134134,TIME,下午4點
134135,DATE,上禮拜
134136,DATE,上學期
134137,CARDINAL,兩
134138,ORG,University of Twente 
134139,GPE,xD
134140,GPE,荷蘭
134141,DATE,兩個月
134142,DATE,兩年
134143,GPE,杜塞道夫
134144,PERCENT,38%
134145,GPE,比利時
134146,PRODUCT,B62 
134147,PRODUCT,B65 
134148,PRODUCT,B67
134149,DATE,三天
134150,PRODUCT,B68
134151,GPE,比利時
134152,DATE,三天
134153,DATE,1個月
134154,DATE,義大利study abroad
134155,DATE,一學期
134156,GPE,美國
134157,GPE,義大利
134158,GPE,美國
134159,NORP,義大利人
134160,CARDINAL,42
134161,GPE,義大利
134162,DATE,明天
134163,GPE,義大利
134164,DATE,幾年
134165,CARDINAL,一
134166,DATE,三年
134167,CARDINAL,一
134168,GPE,法國
134169,GPE,巴黎
134170,CARDINAL,93
134171,DATE,一個月
134172,GPE,台灣
134173,GPE,台灣
134174,NORP,中國人
134175,LANGUAGE,西文
134176,DATE,一年
134177,ORG,BBVA
134178,CARDINAL,幾
134179,DATE,今天
134180,CARDINAL,33
134181,DATE,一個月
134182,GPE,西班牙
134183,PERSON,珍妮黃
134184,GPE,西班牙
134185,GPE,西班牙
134186,ORG,台灣銀行
134187,GPE,西班牙
134188,GPE,大陸
134189,ORG,Santander
134190,ORDINAL,第一
134191,LANGUAGE,西班牙文
134192,NORP,華人
134193,CARDINAL,11.5
134194,ORDINAL,第二
134195,NORP,台灣人
134196,DATE,去年
134197,ORDINAL,第一
134198,CARDINAL,30
134199,LANGUAGE,西語
134200,DATE,40-50歐一個月
134201,ORG,China
134202,DATE,今天
134203,NORP,中國人
134204,GPE,西班牙
134205,DATE,一年
134206,LANGUAGE,西班牙文
134207,DATE,今年1/1
134208,CARDINAL,30幾
134209,CARDINAL,一
134210,DATE,三個月
134211,PERSON,珍妮黃
134212,NORP,西班牙
134213,GPE,西班牙
134214,GPE,西班牙
134215,ORG,Santander分行
134216,DATE,六個月
134217,GPE,西班牙
134218,NORP,中國人
134219,ORG,BBVA
134220,ORDINAL,第一
134221,ORDINAL,第一
134222,GPE,西班牙
134223,ORG,Santander分行
134224,CARDINAL,一
134225,GPE,西班牙
134226,ORG,Santander
134227,DATE,下個月
134228,NORP,中國人
134229,GPE,西班牙
134230,ORG,Yale 
134231,ORG, Harvard 
134232,ORG,Columbia
134233,PERSON,Brown 
134234,GPE,台灣
134235,LANGUAGE,中文
134236,CARDINAL,一
134237,LANGUAGE,英文
134238,GPE,台灣
134239,PERCENT,20%
134240,PERCENT,15%
134241,NORP,中國
134242,CARDINAL,一
134243,ORG,淘寶
134244,ORG,plan details
134245,ORG,Cigna
134246,ORG,Aetna
134247,ORG,Horizon BCBS
134248,ORG,Horizon Blue Cross Blue Shield
134249,ORG,United Health Care
134250,ORG,牙助
134251,ORG,B0 
134252,ORG,MetLife
134253,GPE,台南
134254,GPE,嘉義
134255,GPE,日本
134256,GPE,日本
134257,DATE,明年
134258,GPE,台
134259,LANGUAGE,英日文
134260,ORG,歐盟
134261,ORG,歐盟
134262,CARDINAL,10
134263,ORG,Medicaid
134264,PERSON,low-income
134265,GPE,大阪
134266,GPE,日本
134267,GPE,台灣
134268,GPE,台灣
134269,PRODUCT,B53
134270,CARDINAL,26
134271,GPE,台灣
134272,GPE,美國
134273,DATE,明年
134274,ORG,瓦大
134275,PRODUCT,QQ
134276,NORP,台灣
134277,GPE,台灣
134278,DATE,2020年4月
134279,CARDINAL,兩
134280,DATE,明年
134281,GPE,溫哥華
134282,ORG,Co-op
134283,GPE,臺灣
134284,PERSON,B1 
134285,CARDINAL,200多萬
134286,ORG,歐盟
134287,ORG,北醫
134288,ORG,北醫
134289,NORP,中醫
134290,ORG,台大
134291,GPE,台北
134292,GPE,義大利
134293,NORP,義大利人
134294,GPE,義大利
134295,MONEY,台幣16萬
134296,CARDINAL,5000
134297,LANGUAGE,義大利文
134298,ORDINAL,第二
134299,TIME,下午2時
134300,PERSON,Roland Rudorfer
134301,GPE,臺北市
134302,PERSON,陸德飛
134303,GPE,奧地利
134304,CARDINAL,9
134305,PERSON,Roland Rudorfer
134306,PERSON,海頓
134307,GPE,奧地利
134308,GPE,奧地利
134309,PERSON,莫札特
134310,GPE,奧地利
134311,GPE,奧地利
134312,PERSON,舒伯特
134313,PERSON,貝多芬
134314,GPE,臺北
134315,CARDINAL,六
134316,LOC,歐洲
134317,GPE,奧地利
134318,GPE,奧地利
134319,GPE,奧地利
134320,ORG,臺北市立圖書館總館留學資料中心
134321,GPE,臺北
134322,LANGUAGE,英文
134323,GPE,奧地利
134324,DATE,11月2日
134325,DATE,星期六
134326,GPE,奧地利
134327,GPE,維也納
134328,PERSON,陸德飛
134329,DATE,11月2日
134330,GPE,奧地利
134331,GPE,台灣
134332,PERSON,哈哈哈
134333,GPE,台灣
134334,ORG,衛福部
134335,CARDINAL,九
134336,ORG,加拿大醫學系
134337,PERSON,B70
134338,GPE,上海
134339,TIME,早上
134340,GPE,上海
134341,DATE,2020
134342,DATE,下學期
134343,GPE,大陸
134344,ORG,同濟大學
134345,GPE,台灣
134346,NORP,台灣
134347,NORP,大陸人
134348,DATE,幾個月
134349,GPE,台灣
134350,NORP,大陸人
134351,NORP,台灣人
134352,GPE,大陸
134353,TIME,當天的早上六點半
134354,NORP,台灣
134355,DATE,三年以上
134356,GPE,義大利
134357,GPE,大利
134358,ORG,天主教
134359,CARDINAL,兩
134360,PERSON,B77 
134361,ORG,義大利醫學系
134362,GPE,雅斯
134363,CARDINAL,五
134364,CARDINAL,一
134365,ORG,天主教
134366,CARDINAL,一
134367,CARDINAL,6.0
134368,GPE,台灣
134369,PERSON,B71 
134370,ORG,歐盟
134371,GPE,台灣
134372,PRODUCT,B84 
134373,ORG,義大利醫學系
134374,GPE,台灣
134375,ORG,醫學系
134376,GPE,台灣
134377,ORG,德國研究所
134378,ORG,資管系
134379,GPE,德國
134380,LANGUAGE,英語
134381,LANGUAGE,德語
134382,LANGUAGE,英語
134383,GPE,德國
134384,ORG,北醫
134385,GPE,台灣
134386,GPE,匈牙利
134387,GPE,波蘭義大利西班牙
134388,ORG,醫學系
134389,GPE,台灣
134390,GPE,台灣
134391,GPE,台灣
134392,GPE,台灣
134393,CARDINAL,兩
134394,GPE,台灣
134395,ORG,台灣醫學系
134396,CARDINAL,二
134397,LOC,亞洲
134398,NORP,亞裔
134399,ORG,佛教
134400,DATE,好幾年
134401,GPE,台灣
134402,GPE,台灣
134403,GPE,台
134404,GPE,台灣
134405,GPE,台灣
134406,GPE,台灣
134407,DATE,前幾年
134408,CARDINAL,幾百萬
134409,PERSON,波波
134410,ORG,中山公衛系
134411,ORG,醫學系
134412,ORG,教育部
134413,ORG,醫學系
134414,GPE,台灣
134415,PRODUCT,B97
134416,GPE,台灣
134417,DATE,一年
134418,CARDINAL,102
134419,PRODUCT,B2 
134420,ORG,中山醫
134421,PERSON,B107
134422,DATE,前幾年
134423,PERSON,B109
134424,GPE,台灣
134425,NORP,英國德國
134426,ORG,醫學系
134427,CARDINAL,57
134428,CARDINAL,75
134429,PERSON,B108
134430,PRODUCT,B112 
134431,ORG,台大陽明醫檢
134432,CARDINAL,72
134433,ORG,中山醫
134434,ORG,科大
134435,PERSON,B94
134436,PERSON,希拉克拉
134437,GPE,波蘭
134438,PRODUCT,B110
134439,GPE,台灣
134440,PERSON,波波
134441,PRODUCT,B117
134442,PERSON,B117
134443,GPE,大仁
134444,PERSON,B116 
134445,PERSON,B120 
134446,ORG,醫學系
134447,PERSON,B101 
134448,DATE,六年
134449,ORG,台大醫科
134450,GPE,日本
134451,DATE,2年
134452,GPE,台灣
134453,GPE,荷蘭
134454,GPE,荷蘭
134455,GPE,義大利
134456,GPE,立陶宛
134457,NORP,歐盟
134458,LANGUAGE,西文
134459,ORG,歐盟
134460,LANGUAGE,法文
134461,ORG,歐盟
134462,ORG,歐盟
134463,GPE,荷蘭
134464,GPE,荷蘭
134465,LANGUAGE,義大利文
134466,LANGUAGE,陶宛文
134467,GPE,義大利
134468,ORG,台灣醫學系
134469,PERSON,B119
134470,PERSON,B133
134471,LANGUAGE,中文
134472,ORG,B75 學校
134473,GPE,義大利
134474,GPE,台灣
134475,CARDINAL,一
134476,CARDINAL,一
134477,PRODUCT,QQ
134478,PERSON,integrity 
134479,PERSON,intergrity
134480,ORG,台灣醫學系
134481,CARDINAL,一
134482,LANGUAGE,德語
134483,GPE,德國
134484,GPE,台灣
134485,ORG,北醫
134486,GPE,信義區
134487,ORG,台大
134488,ORG,北醫
134489,GPE,羅馬
134490,ORDINAL,第一
134491,GPE,台灣
134492,ORG,台灣醫學系
134493,LANGUAGE,義大利文
134494,GPE,義大利
134495,GPE,義大利
134496,GPE,義大利
134497,LANGUAGE,中文
134498,ORDINAL,第一
134499,ORDINAL,第二
134500,ORG,醫學系
134501,PERSON,B19 
134502,ORG,義守大學
134503,ORDINAL,第一
134504,ORG,義大利醫學系
134505,ORG,義大醫學系
134506,ORDINAL,第一
134507,PERSON,B150
134508,DATE,今年
134509,ORG,雪梨大學
134510,GPE,台灣
134511,GPE,台灣
134512,ORG,B1 
134513,CARDINAL,93
134514,DATE,99
134515,LANGUAGE,英語
134516,PERSON,迪卡
134517,PERCENT,80%
134518,CARDINAL,70
134519,CARDINAL,兩
134520,TIME,1分鐘
134521,TIME,3分鐘
134522,TIME,晚上
134523,ORG,Crous
134524,NORP,吉普賽人
